Shannon;Simpson;Chao1;Site;Sample_Type
1.9067555077693799;0.6705619437808246;996.0571419134694;N1B;Base
3.628384277250111;0.9192667241069289;1058.2051265614728;N1S;Stem
3.073025572341931;0.8802949552939427;990.749998734375;N2B;Base
3.590942307839649;0.9012174945104554;1060.020830624566;N2S;Stem
3.2463624648593754;0.9242175447257098;962.1111102191359;N3B;Base
3.537503488177241;0.9215441698886728;988.0740729986283;N3S;Stem
2.033915427398698;0.7046096237602057;1031.3088220395762;N4B;Base
